ps_id,region_name,subregion_name,Baburin Sergei Nikolaevich,Grudinin Pavel Nikolaevich,Zhirinovskiy Vladimir Volfovich,Putin Vladimir Vladimirovich,Sobchak Ksenia Anatolyevna,Suraikin Maksim Aleksandrovich,Titov Boris Yurievich,Yavlinskiy Gregory Alekseivich,Number of ballot papers in ballot boxes,Number of valid ballot papers,Number of voters enlisted,Number of ballot papers in portable ballot boxes,Number of ballot papers given inside the polling station,Number of ballot papers given outside the polling station,Number of ballot papers given for advance voting,Number of excessive ballot papers,Number of ballot papers acquired at the polling station,Number of invalid ballot papers,Number of unused ballot papers,Number of lost ballot papers
890,Altajskij kraj,Kalmanskaa,3,99,28,417,3,2,2,5,536,559,1038,31,537,31,0,0,1000,8,432,0
891,Altajskij kraj,Kalmanskaa,0,43,19,99,2,0,0,0,146,163,339,19,146,19,0,0,320,2,155,0
892,Altajskij kraj,Kalmanskaa,4,28,9,131,1,1,0,0,137,174,290,37,137,37,0,0,280,0,106,0
893,Altajskij kraj,Kalmanskaa,1,11,9,76,0,0,0,0,95,97,154,4,95,4,0,0,140,2,41,0
894,Altajskij kraj,Kalmanskaa,4,88,41,342,1,0,2,0,443,478,787,40,443,40,0,0,730,5,247,0
895,Altajskij kraj,Kalmanskaa,0,15,7,83,1,0,0,0,88,106,148,21,88,21,0,0,140,3,31,0
896,Altajskij kraj,Kalmanskaa,4,29,16,195,1,1,0,0,202,246,386,49,202,49,0,0,370,5,119,0
897,Altajskij kraj,Kalmanskaa,0,31,37,168,0,3,0,1,221,240,357,22,221,22,0,0,370,3,127,0
898,Altajskij kraj,Kalmanskaa,1,15,2,32,0,1,0,0,32,51,67,19,32,19,0,0,60,0,9,0
899,Altajskij kraj,Kalmanskaa,0,5,1,71,0,0,0,0,66,77,100,11,66,11,0,0,100,0,23,0
900,Altajskij kraj,Kalmanskaa,3,48,32,200,2,3,0,0,261,288,493,32,261,32,0,0,440,5,147,0
901,Altajskij kraj,Kalmanskaa,6,124,38,388,4,4,3,3,539,570,960,38,539,38,0,0,890,7,313,0
902,Altajskij kraj,Kalmanskaa,7,147,48,497,1,3,3,2,662,708,1174,55,662,55,0,0,1080,9,363,0
903,Altajskij kraj,Kalmanskaa,3,123,22,294,5,6,0,0,417,453,711,50,417,50,0,0,670,14,203,0
904,Altajskij kraj,Kalmanskaa,1,82,29,187,0,0,1,0,274,300,504,36,274,36,0,0,500,10,190,0
402,Altajskij kraj,Kamenskaa,6,166,56,367,2,10,4,5,571,616,1038,48,571,48,0,0,900,3,281,0
403,Altajskij kraj,Kamenskaa,3,210,73,524,5,5,1,5,732,826,1471,110,732,110,0,0,1200,16,358,0
404,Altajskij kraj,Kamenskaa,6,110,36,253,3,3,0,2,387,413,773,32,387,32,0,0,650,6,231,0
405,Altajskij kraj,Kamenskaa,5,224,64,499,6,0,3,3,757,804,1532,55,757,55,0,0,1300,8,488,0
406,Altajskij kraj,Kamenskaa,6,233,47,457,9,3,4,6,730,765,1293,45,730,45,0,0,1100,10,325,0
407,Altajskij kraj,Kamenskaa,4,237,48,621,9,5,2,2,855,928,1440,84,855,84,0,0,1200,11,261,0
408,Altajskij kraj,Kamenskaa,11,208,51,659,9,14,2,3,905,957,1460,63,905,63,0,0,1200,11,232,0
409,Altajskij kraj,Kamenskaa,7,228,49,642,8,4,2,11,895,951,1408,63,895,63,0,0,1200,7,242,0
410,Altajskij kraj,Kamenskaa,3,206,65,502,5,5,4,5,755,795,1330,48,755,48,0,0,1150,8,347,0
411,Altajskij kraj,Kamenskaa,5,216,80,598,6,3,9,3,888,920,1539,45,888,45,0,0,1350,13,417,0
412,Altajskij kraj,Kamenskaa,6,210,66,472,4,5,13,5,733,781,1373,53,734,53,0,0,1150,5,363,0
413,Altajskij kraj,Kamenskaa,9,226,69,538,7,4,8,2,817,863,1380,57,817,57,0,0,1150,11,276,0
414,Altajskij kraj,Kamenskaa,4,144,45,449,6,2,6,1,658,657,860,9,658,9,0,0,700,10,33,0
415,Altajskij kraj,Kamenskaa,8,258,52,698,3,15,6,7,949,1047,1558,117,949,117,0,0,1300,19,234,0
416,Altajskij kraj,Kamenskaa,6,216,46,538,7,5,4,1,763,823,1384,67,763,67,0,0,1150,7,320,0
417,Altajskij kraj,Kamenskaa,3,220,60,465,3,4,0,1,723,756,1283,40,723,40,0,0,1050,7,287,0
418,Altajskij kraj,Kamenskaa,5,258,76,514,8,5,3,3,841,872,1525,36,841,36,0,0,1300,5,423,0
419,Altajskij kraj,Kamenskaa,11,243,49,646,9,12,2,7,918,979,1382,77,918,77,0,0,1250,16,255,0
420,Altajskij kraj,Kamenskaa,7,272,74,621,6,6,8,10,976,1004,1661,44,976,44,0,0,1350,16,330,0
421,Altajskij kraj,Kamenskaa,3,268,70,555,9,4,6,6,896,921,1529,37,896,37,0,0,1300,12,367,0
422,Altajskij kraj,Kamenskaa,1,75,24,227,0,0,0,0,299,327,540,31,299,31,0,0,450,3,120,0
423,Altajskij kraj,Kamenskaa,2,144,24,312,4,3,1,3,456,493,728,43,457,43,0,0,600,6,100,0
424,Altajskij kraj,Kamenskaa,0,65,45,238,2,1,2,0,332,353,634,23,332,23,0,0,550,2,195,0
425,Altajskij kraj,Kamenskaa,1,51,9,116,2,0,1,2,181,182,278,2,181,2,0,0,250,1,67,0
906,Altajskij kraj,Kamenskaa,6,98,36,348,2,1,1,4,446,496,702,55,446,55,0,0,600,5,99,0
907,Altajskij kraj,Kamenskaa,0,3,3,45,0,0,0,0,48,51,67,4,48,4,0,0,60,1,8,0
908,Altajskij kraj,Kamenskaa,1,19,22,212,3,3,0,1,242,261,341,20,242,20,0,0,300,1,38,0
909,Altajskij kraj,Kamenskaa,0,6,5,32,0,0,0,0,39,43,59,5,39,5,0,0,60,1,16,0
910,Altajskij kraj,Kamenskaa,2,73,25,322,1,3,3,0,407,429,638,28,407,28,0,0,550,6,115,0
911,Altajskij kraj,Kamenskaa,1,15,4,121,3,1,0,0,130,145,234,17,130,17,0,0,200,2,53,0
912,Altajskij kraj,Kamenskaa,1,5,7,32,0,0,0,0,37,45,64,8,37,8,0,0,60,0,15,0
913,Altajskij kraj,Kamenskaa,0,5,10,38,0,1,0,0,49,54,71,5,49,5,0,0,70,0,16,0
914,Altajskij kraj,Kamenskaa,2,71,33,281,1,1,0,0,351,389,599,39,351,39,0,0,550,1,160,0
915,Altajskij kraj,Kamenskaa,0,19,12,129,0,0,0,0,129,160,216,33,129,33,0,0,200,2,38,0
916,Altajskij kraj,Kamenskaa,1,3,2,47,1,0,0,0,51,54,78,4,51,4,0,0,80,1,25,0
917,Altajskij kraj,Kamenskaa,3,45,24,292,4,3,2,2,329,375,551,49,329,49,0,0,500,3,122,0
918,Altajskij kraj,Kamenskaa,1,3,10,30,0,0,0,0,41,44,57,4,41,4,0,0,60,1,15,0
919,Altajskij kraj,Kamenskaa,0,1,11,33,1,0,0,0,27,46,56,19,27,19,0,0,60,0,14,0
920,Altajskij kraj,Kamenskaa,4,95,28,407,1,6,2,0,462,543,728,86,462,86,0,0,650,5,102,0
921,Altajskij kraj,Kamenskaa,2,15,7,56,0,0,0,0,68,80,111,12,68,12,0,0,100,0,20,0
922,Altajskij kraj,Kamenskaa,2,40,9,111,1,4,0,2,148,169,250,24,148,24,0,0,250,3,78,0
923,Altajskij kraj,Kamenskaa,3,104,49,474,1,4,1,1,572,637,1021,67,572,67,0,0,900,2,261,0
924,Altajskij kraj,Kamenskaa,2,79,49,258,7,5,1,0,371,401,613,35,371,35,0,0,500,5,94,0
925,Altajskij kraj,Kamenskaa,1,9,2,102,1,0,0,2,108,117,153,9,108,9,0,0,150,0,33,0
926,Altajskij kraj,Kamenskaa,0,61,10,132,3,1,0,1,200,208,246,9,200,9,0,0,240,1,31,0
927,Altajskij kraj,Kamenskaa,0,18,1,29,0,0,0,0,45,48,55,3,45,3,0,0,80,0,32,0
928,Altajskij kraj,Kamenskaa,9,97,57,397,1,1,3,5,539,570,913,38,539,38,0,0,750,7,173,0
929,Altajskij kraj,Kamenskaa,2,33,25,252,2,1,0,0,284,315,473,31,284,31,0,0,400,0,85,0
930,Altajskij kraj,Kamenskaa,0,12,9,35,1,0,0,0,48,57,102,11,48,11,0,0,100,2,41,0
931,Altajskij kraj,Kamenskaa,1,42,29,190,3,4,2,0,239,271,365,34,239,34,0,0,370,2,97,0
933,Altajskij kraj,Klucevskaa,9,386,140,770,9,8,5,5,1277,1332,2264,69,1277,69,0,0,2300,14,954,0
934,Altajskij kraj,Klucevskaa,11,400,135,822,4,10,2,6,1279,1390,2381,133,1279,133,0,0,2500,22,1088,0
935,Altajskij kraj,Klucevskaa,14,411,110,703,7,7,5,6,1208,1263,2175,75,1209,75,0,0,2200,20,916,0
936,Altajskij kraj,Klucevskaa,1,256,7,406,1,1,1,1,597,674,966,81,597,81,0,0,1000,4,322,0
937,Altajskij kraj,Klucevskaa,1,206,9,635,1,1,1,1,753,855,1111,114,867,114,0,0,1300,12,319,0
938,Altajskij kraj,Klucevskaa,1,161,6,390,1,1,1,1,511,562,825,56,511,56,0,0,900,5,333,0
939,Altajskij kraj,Klucevskaa,1,45,3,53,1,0,0,1,88,104,166,19,88,19,0,0,170,3,63,0
940,Altajskij kraj,Klucevskaa,1,50,14,364,0,0,0,1,336,430,495,94,336,94,0,0,500,0,70,0
941,Altajskij kraj,Klucevskaa,2,119,27,282,5,3,1,4,335,443,573,118,335,118,0,0,600,10,147,0
942,Altajskij kraj,Klucevskaa,1,16,3,39,1,0,0,0,38,60,67,23,38,23,0,0,80,1,19,0
943,Altajskij kraj,Klucevskaa,1,56,16,229,0,2,2,0,261,306,356,45,261,45,0,0,350,0,44,0
944,Altajskij kraj,Klucevskaa,2,19,2,45,0,0,0,0,55,68,80,13,55,13,0,0,80,0,12,0
945,Altajskij kraj,Klucevskaa,0,34,19,92,0,3,1,0,134,149,189,16,134,16,0,0,200,1,50,0
946,Altajskij kraj,Klucevskaa,2,71,23,191,1,0,1,0,260,289,395,37,260,37,0,0,400,8,103,0
947,Altajskij kraj,Klucevskaa,3,199,46,240,5,2,0,0,417,495,676,83,417,83,0,0,700,5,200,0
949,Altajskij kraj,Klucevskaa,1,51,19,214,2,1,0,0,265,288,362,26,265,26,0,0,370,3,79,0
951,Altajskij kraj,Kosihinskaa,3,111,19,282,1,3,1,1,384,421,721,40,384,40,0,0,600,3,176,0
952,Altajskij kraj,Kosihinskaa,8,407,84,1107,13,12,3,2,1480,1636,2624,177,1480,177,0,0,2200,21,543,0
953,Altajskij kraj,Kosihinskaa,4,161,37,366,7,5,4,1,512,585,904,80,512,80,0,0,750,7,158,0
954,Altajskij kraj,Kosihinskaa,2,26,8,98,0,0,1,0,120,135,229,15,120,15,0,0,200,0,65,0
955,Altajskij kraj,Kosihinskaa,11,336,68,683,5,6,1,4,1062,1114,1954,59,1062,59,0,0,1650,7,529,0
956,Altajskij kraj,Kosihinskaa,4,167,53,402,0,1,2,1,597,630,1352,42,597,42,0,0,1200,9,561,0
957,Altajskij kraj,Kosihinskaa,0,75,32,248,2,2,2,1,335,362,537,30,335,30,0,0,500,3,135,0
958,Altajskij kraj,Kosihinskaa,0,19,3,68,2,2,0,0,85,94,123,9,85,9,0,0,100,0,6,0
959,Altajskij kraj,Kosihinskaa,3,49,28,295,0,1,0,1,337,377,499,44,337,44,0,0,500,4,119,0
960,Altajskij kraj,Kosihinskaa,4,131,30,294,3,1,3,1,427,467,725,43,427,43,0,0,600,3,130,0
961,Altajskij kraj,Kosihinskaa,0,8,8,119,0,1,1,1,127,138,234,12,127,12,0,0,200,1,61,0
962,Altajskij kraj,Kosihinskaa,0,9,12,89,0,0,0,0,101,110,188,9,101,9,0,0,150,0,40,0
963,Altajskij kraj,Kosihinskaa,3,24,13,97,1,0,0,0,125,138,208,15,125,15,0,0,200,2,60,0
964,Altajskij kraj,Kosihinskaa,3,126,51,318,7,5,1,1,483,512,761,34,483,34,0,0,650,5,133,0
965,Altajskij kraj,Kosihinskaa,0,5,10,121,0,0,0,1,126,137,155,11,126,11,0,0,150,0,13,0
966,Altajskij kraj,Kosihinskaa,0,13,5,65,0,0,0,0,76,83,158,9,76,9,0,0,150,2,65,0
967,Altajskij kraj,Kosihinskaa,1,16,10,43,3,1,0,0,73,74,139,3,73,3,0,0,100,2,24,0
968,Altajskij kraj,Kosihinskaa,1,80,25,336,1,2,0,0,393,445,600,58,393,58,0,0,600,6,149,0
969,Altajskij kraj,Kosihinskaa,0,7,6,48,0,0,0,0,58,61,84,3,58,3,0,0,100,0,39,0
970,Altajskij kraj,Kosihinskaa,2,36,9,182,0,3,0,0,220,232,342,14,220,14,0,0,300,2,66,0
971,Altajskij kraj,Kosihinskaa,0,3,3,41,0,0,0,0,35,47,62,13,35,13,0,0,50,1,2,0
972,Altajskij kraj,Kosihinskaa,2,18,10,80,0,2,0,0,103,112,186,9,103,9,0,0,150,0,38,0
973,Altajskij kraj,Kosihinskaa,1,25,25,192,1,1,0,0,226,245,374,26,226,26,0,0,350,7,98,0
974,Altajskij kraj,Kosihinskaa,1,36,9,172,0,1,0,0,210,219,323,9,210,9,0,0,300,0,81,0
975,Altajskij kraj,Kosihinskaa,0,44,22,257,1,1,0,1,287,326,468,44,287,44,0,0,400,5,69,0
1,Altajskij kraj,gorodskaa,6,174,69,486,7,4,1,4,684,751,1165,72,684,72,0,0,950,5,194,0
2,Altajskij kraj,gorodskaa,4,90,30,260,2,3,3,1,364,393,565,36,364,36,0,0,450,7,50,0
3,Altajskij kraj,gorodskaa,4,145,58,450,3,10,2,2,642,674,1282,41,642,41,0,0,1050,9,367,0
4,Altajskij kraj,gorodskaa,4,196,78,484,10,7,3,6,737,788,1424,58,737,58,0,0,1300,7,505,0
5,Altajskij kraj,gorodskaa,3,234,69,569,1,3,1,2,817,882,1453,78,817,78,0,0,1150,13,255,0
6,Altajskij kraj,gorodskaa,3,252,79,540,2,10,6,5,850,897,1475,61,850,61,0,0,1200,14,289,0
7,Altajskij kraj,gorodskaa,3,207,66,495,8,4,5,3,755,791,1213,51,755,51,0,0,1300,15,494,0
8,Altajskij kraj,gorodskaa,5,227,70,578,6,10,7,4,870,907,1396,57,870,57,0,0,1050,20,123,0
9,Altajskij kraj,gorodskaa,6,220,78,664,10,8,2,10,952,998,1395,59,952,59,0,0,1150,13,139,0
10,Altajskij kraj,gorodskaa,4,263,133,727,13,9,3,7,1134,1159,1780,35,1134,35,0,0,1750,10,581,0
11,Altajskij kraj,gorodskaa,14,377,137,1169,19,10,7,6,1648,1739,2486,114,1648,114,0,0,2500,23,738,0
12,Altajskij kraj,gorodskaa,5,100,33,238,3,1,0,0,358,380,740,29,358,29,0,0,600,7,213,0
13,Altajskij kraj,gorodskaa,11,261,127,1166,22,10,9,9,1586,1615,2168,54,1624,54,0,0,2150,25,472,0
14,Altajskij kraj,gorodskaa,7,403,134,1176,16,2,8,6,1696,1752,2678,71,1696,71,0,0,2600,15,833,0
1901,Altajskij kraj,gorodskaa,2,12,10,62,2,1,0,2,61,91,98,32,61,32,0,0,200,2,107,0
977,Altajskij kraj,Krasnogorskaa,2,109,54,443,2,4,1,1,548,616,908,76,548,76,0,0,740,8,116,0
978,Altajskij kraj,Krasnogorskaa,6,74,40,416,0,2,2,0,490,540,804,54,490,54,0,0,700,4,156,0
979,Altajskij kraj,Krasnogorskaa,1,42,18,227,0,2,5,2,275,297,493,27,275,27,0,0,400,5,98,0
980,Altajskij kraj,Krasnogorskaa,1,11,7,62,0,1,0,1,83,83,109,1,83,1,0,0,104,1,20,0
981,Altajskij kraj,Krasnogorskaa,1,14,15,139,0,0,0,0,152,169,241,18,152,18,0,0,250,1,80,0
982,Altajskij kraj,Krasnogorskaa,0,9,5,71,0,0,1,2,75,88,112,13,75,13,0,0,100,0,12,0
983,Altajskij kraj,Krasnogorskaa,10,329,88,915,11,9,8,9,1273,1379,2335,122,1273,122,0,0,1900,16,505,0
984,Altajskij kraj,Krasnogorskaa,2,140,39,313,4,2,1,0,474,501,857,31,474,31,0,0,750,4,245,0
985,Altajskij kraj,Krasnogorskaa,2,104,49,331,1,3,1,2,465,493,806,33,465,33,0,0,700,5,202,0
986,Altajskij kraj,Krasnogorskaa,6,88,59,317,1,8,3,3,434,485,778,52,434,52,0,0,700,1,214,0
987,Altajskij kraj,Krasnogorskaa,1,1,3,30,4,0,0,1,35,40,70,6,35,6,0,0,74,1,33,0
988,Altajskij kraj,Krasnogorskaa,1,1,18,54,0,2,0,0,74,76,98,3,74,3,0,0,85,1,8,0
989,Altajskij kraj,Krasnogorskaa,1,85,31,354,8,2,4,0,425,485,591,66,425,66,0,0,500,6,9,0
990,Altajskij kraj,Krasnogorskaa,1,7,9,87,0,0,0,1,98,105,138,9,98,9,0,0,140,2,33,0
991,Altajskij kraj,Krasnogorskaa,2,22,23,118,3,0,0,0,163,168,250,9,163,9,0,0,250,4,78,0
992,Altajskij kraj,Krasnogorskaa,1,8,22,83,2,0,0,0,107,116,153,9,107,9,0,0,140,0,24,0
993,Altajskij kraj,Krasnogorskaa,0,7,6,44,0,0,0,0,50,57,71,7,50,7,0,0,70,0,13,0
994,Altajskij kraj,Krasnogorskaa,5,73,36,258,6,1,0,1,332,380,569,50,332,50,0,0,500,2,118,0
995,Altajskij kraj,Krasnogorskaa,0,30,4,105,1,0,1,0,135,141,196,7,135,7,0,0,190,1,48,0
996,Altajskij kraj,Krasnogorskaa,3,103,31,352,2,1,1,0,462,493,739,34,462,34,0,0,650,3,154,0
997,Altajskij kraj,Krasnogorskaa,4,36,20,155,1,2,0,1,202,219,317,19,202,19,0,0,250,2,29,0
998,Altajskij kraj,Krasnogorskaa,0,3,7,71,1,0,1,0,83,83,100,0,83,0,0,0,95,0,12,0
999,Altajskij kraj,Krasnogorskaa,0,20,17,155,2,3,2,0,167,199,254,33,167,33,0,0,200,1,0,0
1000,Altajskij kraj,Krasnogorskaa,4,49,20,273,0,3,1,0,307,350,538,45,307,45,0,0,450,2,98,0
1001,Altajskij kraj,Krasnogorskaa,0,3,5,26,0,0,0,0,33,34,56,1,33,1,0,0,65,0,31,0
1002,Altajskij kraj,Krasnogorskaa,1,6,9,49,0,0,1,0,62,66,82,6,62,6,0,0,92,2,24,0
1003,Altajskij kraj,Krasnogorskaa,0,10,3,51,0,2,0,0,60,66,100,6,60,6,0,0,100,0,34,0
1004,Altajskij kraj,Krasnogorskaa,0,2,7,41,0,0,0,1,48,51,72,4,48,4,0,0,70,1,18,0
1005,Altajskij kraj,Krasnogorskaa,0,20,19,91,0,3,1,0,126,134,183,8,126,8,0,0,150,0,16,0
1008,Altajskij kraj,Krasnosekovskaa,5,256,53,661,3,7,3,1,880,989,1410,118,880,118,0,0,1430,9,432,0
1009,Altajskij kraj,Krasnosekovskaa,3,267,72,546,3,8,6,0,784,905,1338,134,784,134,0,0,1400,13,482,0
1010,Altajskij kraj,Krasnosekovskaa,8,250,55,555,5,2,6,2,788,883,1309,104,788,104,0,0,1350,9,458,0
1011,Altajskij kraj,Krasnosekovskaa,3,100,51,199,3,1,1,1,299,359,487,61,299,61,0,0,460,1,100,0
1012,Altajskij kraj,Krasnosekovskaa,2,46,36,291,5,6,2,2,293,390,484,103,293,103,0,0,500,6,104,0
1013,Altajskij kraj,Krasnosekovskaa,1,13,12,131,1,1,0,1,143,160,202,18,143,18,0,0,220,1,59,0
1014,Altajskij kraj,Krasnosekovskaa,5,109,68,512,2,5,1,2,592,704,875,115,592,115,0,0,1000,3,293,0
1015,Altajskij kraj,Krasnosekovskaa,2,30,10,126,1,0,1,0,146,170,196,25,146,25,0,0,190,1,19,0
1016,Altajskij kraj,Krasnosekovskaa,2,254,24,388,0,4,2,1,548,675,903,132,548,132,0,0,960,5,280,0
1017,Altajskij kraj,Krasnosekovskaa,2,186,95,522,7,5,4,1,627,822,959,204,627,204,0,0,1050,9,219,0
1018,Altajskij kraj,Krasnosekovskaa,2,104,21,304,2,4,4,0,323,441,506,120,323,120,0,0,550,2,107,0
1019,Altajskij kraj,Krasnosekovskaa,3,68,31,268,1,3,0,0,274,374,487,103,274,103,0,0,520,3,143,0
1020,Altajskij kraj,Krasnosekovskaa,4,159,49,629,0,10,4,3,732,858,886,135,732,135,0,0,960,9,93,0
1021,Altajskij kraj,Krasnosekovskaa,3,147,42,359,4,5,0,1,498,561,651,66,498,66,0,0,730,3,166,0
1022,Altajskij kraj,Krasnosekovskaa,6,300,83,565,2,10,0,2,802,968,1244,175,802,175,0,0,1350,9,373,0
1023,Altajskij kraj,Krasnosekovskaa,3,82,38,233,1,1,1,0,286,359,505,76,286,76,0,0,550,3,188,0
1024,Altajskij kraj,Krasnosekovskaa,1,17,19,181,2,9,0,1,202,230,267,30,202,30,0,0,290,2,58,0
1025,Altajskij kraj,Krasnosekovskaa,2,38,28,284,0,8,0,1,264,361,405,103,264,47,56,0,450,6,83,0
1026,Altajskij kraj,Krasnosekovskaa,0,0,10,83,2,0,0,0,85,95,109,10,85,10,0,0,110,0,15,0
1028,Altajskij kraj,Krutihinskaa,0,2,2,41,0,0,0,1,40,46,65,6,40,6,0,0,60,0,14,0
1029,Altajskij kraj,Krutihinskaa,1,17,25,169,1,0,0,0,197,213,278,17,197,17,0,0,280,1,66,0
1030,Altajskij kraj,Krutihinskaa,1,75,21,253,0,0,0,0,325,350,486,27,325,27,0,0,480,2,128,0
1031,Altajskij kraj,Krutihinskaa,2,123,45,455,6,1,0,2,504,634,1029,135,504,135,0,0,1040,5,401,0
1032,Altajskij kraj,Krutihinskaa,5,96,47,479,2,4,1,1,518,635,1033,128,518,128,0,0,1040,11,394,0
1033,Altajskij kraj,Krutihinskaa,2,78,23,257,1,2,0,2,335,365,539,33,335,33,0,0,550,3,182,0
1034,Altajskij kraj,Krutihinskaa,2,7,7,73,1,1,0,0,73,91,132,19,73,19,0,0,130,1,38,0
1036,Altajskij kraj,Krutihinskaa,3,220,54,677,3,7,3,1,893,968,1536,89,893,89,0,0,1560,14,578,0
1037,Altajskij kraj,Krutihinskaa,12,206,68,598,8,4,1,3,850,900,1468,60,850,60,0,0,1500,10,590,0
1038,Altajskij kraj,Krutihinskaa,2,95,29,163,0,3,0,0,255,292,423,42,255,42,0,0,420,5,123,0
1039,Altajskij kraj,Krutihinskaa,0,17,14,72,1,1,1,0,94,106,172,12,94,12,0,0,170,0,64,0
1040,Altajskij kraj,Krutihinskaa,1,23,16,151,0,1,0,1,157,193,302,37,157,37,0,0,300,1,106,0
1041,Altajskij kraj,Krutihinskaa,3,72,41,390,1,1,2,0,450,510,771,69,450,69,0,0,800,9,281,0
1042,Altajskij kraj,Krutihinskaa,1,24,17,82,0,0,1,0,125,125,155,0,125,0,0,0,150,0,25,0
1044,Altajskij kraj,Kulundinskaa,8,379,142,1050,15,10,10,2,1482,1616,2455,156,1482,156,0,0,2100,22,462,0
1045,Altajskij kraj,Kulundinskaa,1,138,36,406,2,2,1,1,578,587,818,21,578,21,0,0,800,12,201,0
1046,Altajskij kraj,Kulundinskaa,5,241,68,813,2,3,2,0,1051,1134,1394,95,1051,95,0,0,1200,12,54,0
1047,Altajskij kraj,Kulundinskaa,4,298,105,1183,9,10,5,5,1498,1619,1990,137,1498,137,0,0,2000,16,365,0
1048,Altajskij kraj,Kulundinskaa,4,207,46,633,3,5,1,4,822,903,1128,88,823,88,0,0,1000,7,89,0
1049,Altajskij kraj,Kulundinskaa,2,53,38,311,1,3,1,4,385,413,492,30,385,30,0,0,480,2,65,0
1050,Altajskij kraj,Kulundinskaa,0,10,6,90,0,0,1,0,98,107,115,9,98,9,0,0,110,0,3,0
1051,Altajskij kraj,Kulundinskaa,2,99,22,429,3,1,0,2,471,558,606,91,471,91,0,0,680,4,118,0
1052,Altajskij kraj,Kulundinskaa,1,20,9,104,2,2,0,5,134,143,152,11,134,11,0,0,150,2,5,0
1053,Altajskij kraj,Kulundinskaa,0,22,8,117,0,0,0,0,128,147,157,20,128,20,0,0,150,1,2,0
1054,Altajskij kraj,Kulundinskaa,1,31,15,208,0,3,1,0,247,259,278,14,247,14,0,0,270,2,9,0
1055,Altajskij kraj,Kulundinskaa,1,5,13,178,1,2,0,1,202,201,231,6,202,6,0,0,210,7,2,0
1056,Altajskij kraj,Kulundinskaa,1,116,42,461,3,7,4,2,596,636,925,46,596,46,0,0,850,6,208,0
1057,Altajskij kraj,Kulundinskaa,1,5,12,57,0,1,0,0,62,76,83,14,62,14,0,0,80,0,4,0
1058,Altajskij kraj,Kulundinskaa,0,7,14,66,0,0,0,0,87,87,99,1,87,1,0,0,110,1,22,0
1059,Altajskij kraj,Kulundinskaa,0,27,17,152,1,0,1,0,165,198,241,33,165,33,0,0,230,0,32,0
1060,Altajskij kraj,Kulundinskaa,0,28,28,225,4,2,1,0,275,288,312,18,275,18,0,0,320,5,27,0
1061,Altajskij kraj,Kulundinskaa,1,17,7,57,1,1,0,0,84,84,105,0,84,0,0,0,100,0,16,0
1062,Altajskij kraj,Kulundinskaa,0,14,0,48,0,0,0,0,57,62,75,7,57,7,0,0,90,2,26,0
1063,Altajskij kraj,Kulundinskaa,1,34,18,117,5,1,1,2,153,179,201,29,153,29,0,0,210,3,28,0
1064,Altajskij kraj,Kulundinskaa,0,5,10,133,0,1,0,0,140,149,155,10,140,10,0,0,150,1,0,0
1065,Altajskij kraj,Kulundinskaa,0,13,9,115,0,0,0,0,129,137,147,11,129,11,0,0,140,3,0,0
1066,Altajskij kraj,Kulundinskaa,4,24,17,190,0,0,0,0,217,235,250,22,217,22,0,0,270,4,31,0
1067,Altajskij kraj,Kulundinskaa,1,8,4,155,2,3,1,0,168,174,185,8,168,8,0,0,190,2,14,0
1068,Altajskij kraj,Kulundinskaa,3,129,48,375,4,2,3,0,510,564,749,62,510,62,0,0,950,8,378,0
1069,Altajskij kraj,Kulundinskaa,7,222,72,856,3,1,3,3,1090,1167,1542,87,1090,87,0,0,1300,10,123,0
1070,Altajskij kraj,Kulundinskaa,6,121,38,464,5,5,3,2,600,644,870,62,600,62,0,0,850,18,188,0
1071,Altajskij kraj,Kulundinskaa,2,42,31,260,3,1,0,0,292,339,392,50,292,50,0,0,400,3,58,0
1073,Altajskij kraj,Kur_inskaa,1,3,2,35,0,1,0,0,34,42,60,8,34,8,0,0,60,0,18,0
1074,Altajskij kraj,Kur_inskaa,0,1,1,65,0,0,0,1,62,68,106,6,62,6,0,0,110,0,42,0
1075,Altajskij kraj,Kur_inskaa,3,83,43,495,10,4,2,3,572,643,979,79,572,79,0,0,1000,8,349,0
1076,Altajskij kraj,Kur_inskaa,2,33,17,117,0,3,0,0,151,172,276,22,151,22,0,0,300,1,127,0
1077,Altajskij kraj,Kur_inskaa,0,10,5,72,0,1,0,1,88,89,141,1,88,1,0,0,150,0,61,0
1078,Altajskij kraj,Kur_inskaa,0,159,40,271,4,4,6,0,435,484,696,56,435,56,0,0,750,7,259,0
1079,Altajskij kraj,Kur_inskaa,3,115,22,288,4,1,1,2,385,436,660,60,385,60,0,0,700,9,255,0
1080,Altajskij kraj,Kur_inskaa,0,21,1,97,1,2,0,0,111,122,159,12,111,12,0,0,160,1,37,0
1081,Altajskij kraj,Kur_inskaa,2,46,33,192,1,3,2,0,241,279,408,41,241,41,0,0,450,3,168,0
1082,Altajskij kraj,Kur_inskaa,1,109,26,199,4,1,1,0,311,341,431,31,311,31,0,0,420,1,78,0
1083,Altajskij kraj,Kur_inskaa,1,136,28,244,3,2,3,0,382,417,685,38,382,38,0,0,700,3,280,0
1084,Altajskij kraj,Kur_inskaa,1,5,9,49,0,3,0,0,67,67,99,0,67,0,0,0,100,0,33,0
1085,Altajskij kraj,Kur_inskaa,6,291,96,865,9,8,9,2,1224,1286,2030,91,1224,91,0,0,2100,29,785,0
